loggingTime(txt),1,2,3,4,5,6,label
1.445,0.94189453125,-0.28271484375,0.2265625,0.41079090931086,-0.14047772028247,0.101101389597233,Null
1.465,0.93798828125,-0.2939453125,0.21240234375,0.156441097587297,-0.078752661370476,0.026605628841377,Null
1.486,0.92724609375,-0.31591796875,0.20263671875,-0.005321125768275,-0.034055204916963,-0.057468158297374,Null
1.506,0.92724609375,-0.32861328125,0.21044921875,-0.065981959526615,-0.009578026382896,-0.13834926997516,Null
1.53,0.927734375,-0.34326171875,0.21435546875,-0.090459138060682,0.009578026382896,-0.194753203118879,Null
1.55,0.92333984375,-0.353515625,0.20703125,-0.081945336831441,0.017027602458481,-0.230936858343152,Null
1.571,0.92333984375,-0.3583984375,0.20166015625,-0.051082807375444,0.00212845030731,-0.252221361416254,Null
1.591,0.93115234375,-0.36572265625,0.2080078125,-0.019156052765792,-0.019156052765792,-0.260735162645494,Null
1.611,0.94140625,-0.375,0.21533203125,0.015963377304826,-0.038312105531583,-0.258606712338184,Null
1.631,0.9384765625,-0.3828125,0.21435546875,0.041504780992548,-0.044697456453513,-0.249028685955288,Null
1.651,0.93408203125,-0.3828125,0.20703125,0.037247880377928,-0.047890131914479,-0.235193758957772,Null
1.671,0.93701171875,-0.38671875,0.2060546875,0.031926754609652,-0.056403933143719,-0.225615732574877,Null
1.691,0.94140625,-0.390625,0.212890625,0.044697456453513,-0.059596608604685,-0.218166156499291,Null
1.711,0.9423828125,-0.388671875,0.2197265625,0.051082807375444,-0.055339707990064,-0.20326700434812,Null
1.731,0.9326171875,-0.380859375,0.22216796875,0.027669853995032,-0.039376330685238,-0.177725600660398,Null
1.751,0.927734375,-0.37646484375,0.21923828125,-0.015963377304826,-0.019156052765792,-0.148991521511711,Null
1.772,0.9306640625,-0.37646484375,0.21533203125,-0.06491773437296,-0.00212845030731,-0.123450117823989,Null
1.792,0.9296875,-0.38427734375,0.21044921875,-0.101101389597233,0.008513801229241,-0.107486740519163,Null
1.812,0.92529296875,-0.3896484375,0.205078125,-0.105358290211853,0.010642251536551,-0.095780263828957,Null
1.831,0.92626953125,-0.3857421875,0.2099609375,-0.055339707990064,0.003192675460965,-0.084073787138751,Null
1.851,0.9326171875,-0.376953125,0.21630859375,-0.022348728226757,0,-0.068110409833925,Null
1.872,0.931640625,-0.37646484375,0.2119140625,-0.027669853995032,0.00425690061462,-0.050018582221789,Null
1.892,0.9287109375,-0.37646484375,0.21240234375,-0.038312105531583,0.00638535092193,-0.038312105531583,Null
1.912,0.93017578125,-0.3720703125,0.21337890625,-0.043633231299858,0.009578026382896,-0.025541403687722,Null
1.932,0.93408203125,-0.3701171875,0.20849609375,-0.042569006146203,0.012770701843861,-0.008513801229241,Null
1.952,0.93505859375,-0.36865234375,0.20703125,-0.037247880377928,0.012770701843861,0.010642251536551,Null
1.973,0.93115234375,-0.365234375,0.20654296875,-0.021284503073102,0.009578026382896,0.028734079148687,Null
1.993,0.94140625,-0.3603515625,0.20849609375,-0.008513801229241,0.003192675460965,0.039376330685238,Null
2.013,0.94970703125,-0.36181640625,0.2060546875,-0.00638535092193,0,0.044697456453513,Null
2.037,0.94384765625,-0.35595703125,0.20361328125,-0.001064225153655,-0.003192675460965,0.047890131914479,Null
2.057,0.9375,-0.34765625,0.205078125,-0.007449576075586,-0.005321125768275,0.056403933143719,Null
2.078,0.9306640625,-0.34912109375,0.205078125,-0.009578026382896,-0.007449576075586,0.065981959526615,Null
2.098,0.927734375,-0.35205078125,0.20458984375,0.007449576075586,-0.014899152151171,0.065981959526615,Null
2.118,0.93115234375,-0.34912109375,0.203125,0.036183655224273,-0.026605628841377,0.059596608604685,Null
2.138,0.9375,-0.349609375,0.20263671875,0.065981959526615,-0.037247880377928,0.047890131914479,Null
2.158,0.9423828125,-0.3466796875,0.21044921875,0.084073787138751,-0.038312105531583,0.034055204916963,Null
2.179,0.94189453125,-0.33935546875,0.21142578125,0.06704618468027,-0.029798304302342,0.025541403687722,Null
2.199,0.9423828125,-0.33935546875,0.205078125,0.032990979763308,-0.021284503073102,0.020220277919447,Null
2.223,0.93896484375,-0.35205078125,0.20068359375,0.025541403687722,-0.019156052765792,0.009578026382896,Null
2.243,0.93994140625,-0.34912109375,0.2041015625,0.047890131914479,-0.024477178534067,0.00212845030731,Null
2.263,0.9384765625,-0.3447265625,0.20458984375,0.06278928406565,-0.028734079148687,0,Null
2.284,0.9326171875,-0.34716796875,0.2021484375,0.058532383451029,-0.030862529455997,-0.00425690061462,Null
2.304,0.93310546875,-0.3505859375,0.201171875,0.057468158297374,-0.035119430070618,-0.011706476690206,Null
2.324,0.9375,-0.35107421875,0.20556640625,0.06278928406565,-0.036183655224273,-0.022348728226757,Null
2.344,0.94287109375,-0.3525390625,0.20556640625,0.06491773437296,-0.031926754609652,-0.028734079148687,Null
2.368,0.94287109375,-0.35205078125,0.20263671875,0.059596608604685,-0.024477178534067,-0.029798304302342,Null
2.389,0.94482421875,-0.3525390625,0.20361328125,0.030862529455997,-0.012770701843861,-0.022348728226757,Null
2.409,0.95068359375,-0.3583984375,0.20751953125,0.022348728226757,-0.010642251536551,-0.019156052765792,Null
2.429,0.9541015625,-0.359375,0.20361328125,0.021284503073102,-0.007449576075586,-0.009578026382896,Null
2.449,0.94970703125,-0.35498046875,0.19970703125,0.023412953380412,-0.00425690061462,0.00638535092193,Null
2.469,0.9501953125,-0.3505859375,0.19873046875,0.018091827612136,-0.001064225153655,0.026605628841377,Null
2.489,0.94287109375,-0.353515625,0.1982421875,0.011706476690206,0.001064225153655,0.040440555838893,Null
2.509,0.9326171875,-0.349609375,0.20166015625,0.022348728226757,-0.00212845030731,0.045761681607168,Null
2.534,0.939453125,-0.3447265625,0.19873046875,0.034055204916963,-0.007449576075586,0.037247880377928,Null
2.554,0.94287109375,-0.3466796875,0.1953125,0.028734079148687,-0.007449576075586,0.018091827612136,Null
2.574,0.94287109375,-0.3427734375,0.20166015625,0.012770701843861,-0.00425690061462,-0.001064225153655,Null
2.595,0.93994140625,-0.34326171875,0.2041015625,-0.009578026382896,-0.001064225153655,-0.00638535092193,Null
2.615,0.9384765625,-0.34375,0.19873046875,-0.012770701843861,-0.00425690061462,-0.00425690061462,Null
2.639,0.93798828125,-0.3427734375,0.19482421875,-0.003192675460965,-0.010642251536551,0.00638535092193,Null
2.659,0.93896484375,-0.34619140625,0.20068359375,0.015963377304826,-0.013834926997516,0.011706476690206,Null
2.68,0.94287109375,-0.34619140625,0.21044921875,0.027669853995032,-0.013834926997516,0.00638535092193,Null
2.7,0.9404296875,-0.34130859375,0.2080078125,0.022348728226757,-0.010642251536551,-0.005321125768275,Null
2.72,0.9365234375,-0.3388671875,0.20068359375,0.008513801229241,-0.010642251536551,-0.014899152151171,Null
2.74,0.93310546875,-0.3466796875,0.19873046875,0.009578026382896,-0.014899152151171,-0.023412953380412,Null
2.76,0.9365234375,-0.349609375,0.19873046875,0.036183655224273,-0.024477178534067,-0.037247880377928,Null
2.78,0.9423828125,-0.345703125,0.20361328125,0.052147032529099,-0.028734079148687,-0.051082807375444,Null
2.8,0.94384765625,-0.345703125,0.20556640625,0.039376330685238,-0.023412953380412,-0.055339707990064,Null
2.82,0.94091796875,-0.3505859375,0.20361328125,0.022348728226757,-0.020220277919447,-0.051082807375444,Null
2.84,0.9384765625,-0.35009765625,0.20263671875,0.021284503073102,-0.022348728226757,-0.042569006146203,Null
2.86,0.9423828125,-0.35400390625,0.20556640625,0.031926754609652,-0.022348728226757,-0.036183655224273,Null
2.88,0.94580078125,-0.35107421875,0.20849609375,0.038312105531583,-0.018091827612136,-0.034055204916963,Null
2.9,0.94580078125,-0.349609375,0.20458984375,0.021284503073102,-0.00638535092193,-0.030862529455997,Null
2.92,0.943359375,-0.353515625,0.201171875,0.001064225153655,0.00425690061462,-0.025541403687722,Null
2.94,0.94482421875,-0.35693359375,0.2041015625,0.00425690061462,0.00638535092193,-0.019156052765792,Null
2.96,0.94287109375,-0.35302734375,0.2060546875,0.017027602458481,0.007449576075586,-0.010642251536551,Null
2.98,0.9375,-0.34912109375,0.20068359375,0.018091827612136,0.007449576075586,0,Null
3.001,0.9384765625,-0.3505859375,0.1943359375,0.017027602458481,0.00212845030731,0,Null
3.021,0.93798828125,-0.35302734375,0.197265625,0.023412953380412,-0.003192675460965,-0.007449576075586,Null
3.041,0.93359375,-0.34423828125,0.2041015625,0.035119430070618,-0.003192675460965,-0.009578026382896,Null
3.061,0.94482421875,-0.345703125,0.197265625,0.026605628841377,0.001064225153655,-0.00638535092193,Null
3.081,0.9501953125,-0.35205078125,0.19580078125,0.008513801229241,0.00425690061462,-0.008513801229241,Null
3.102,0.94873046875,-0.34716796875,0.20263671875,-0.001064225153655,0.005321125768275,-0.014899152151171,Null
3.122,0.9404296875,-0.3466796875,0.20361328125,-0.014899152151171,0.009578026382896,-0.008513801229241,Null
3.141,0.93505859375,-0.34765625,0.1982421875,-0.015963377304826,0.00638535092193,0.00425690061462,Null
3.161,0.9345703125,-0.3466796875,0.1943359375,-0.001064225153655,-0.00212845030731,0.009578026382896,Null
3.186,0.93798828125,-0.34619140625,0.1982421875,0.015963377304826,-0.009578026382896,0.007449576075586,Null
3.207,0.9453125,-0.34521484375,0.20166015625,0.019156052765792,-0.010642251536551,-0.00425690061462,Null
3.227,0.94189453125,-0.34228515625,0.20458984375,0.009578026382896,-0.00425690061462,-0.010642251536551,Null
3.247,0.94091796875,-0.33642578125,0.20166015625,-0.018091827612136,-0.001064225153655,-0.005321125768275,Null
3.267,0.9404296875,-0.3466796875,0.19775390625,-0.020220277919447,-0.00638535092193,-0.001064225153655,Null
3.287,0.9423828125,-0.3505859375,0.2001953125,0.010642251536551,-0.017027602458481,-0.00638535092193,Null
3.307,0.94482421875,-0.34375,0.2041015625,0.029798304302342,-0.023412953380412,-0.007449576075586,Null
3.328,0.947265625,-0.3408203125,0.2080078125,0.027669853995032,-0.021284503073102,-0.005321125768275,Null
3.348,0.94287109375,-0.33740234375,0.2119140625,0.00638535092193,-0.014899152151171,0.003192675460965,Null
3.367,0.93408203125,-0.33544921875,0.20654296875,-0.017027602458481,-0.009578026382896,0.010642251536551,Null
3.392,0.93994140625,-0.34130859375,0.2021484375,-0.011706476690206,-0.013834926997516,0.007449576075586,Null
3.413,0.94384765625,-0.3427734375,0.20947265625,0.013834926997516,-0.022348728226757,-0.007449576075586,Null
3.433,0.93994140625,-0.33349609375,0.20947265625,0.026605628841377,-0.027669853995032,-0.024477178534067,Null
3.453,0.9365234375,-0.3359375,0.2001953125,0.008513801229241,-0.029798304302342,-0.030862529455997,Null
3.473,0.9365234375,-0.34716796875,0.19873046875,0.015963377304826,-0.039376330685238,-0.038312105531583,Null
3.493,0.93994140625,-0.34423828125,0.21044921875,0.06066083375834,-0.053211257682754,-0.045761681607168,Null
3.513,0.94482421875,-0.33984375,0.21240234375,0.084073787138751,-0.055339707990064,-0.047890131914479,Null
3.533,0.94384765625,-0.3427734375,0.208984375,0.06917463498758,-0.051082807375444,-0.048954357068134,Null
3.553,0.9384765625,-0.345703125,0.2138671875,0.058532383451029,-0.048954357068134,-0.045761681607168,Null
3.573,0.94189453125,-0.34716796875,0.21728515625,0.06704618468027,-0.046825906760824,-0.036183655224273,Null
3.593,0.95263671875,-0.35205078125,0.212890625,0.074495760755856,-0.039376330685238,-0.029798304302342,Null
3.614,0.95458984375,-0.349609375,0.21630859375,0.073431535602201,-0.029798304302342,-0.027669853995032,Null
3.634,0.94921875,-0.345703125,0.2216796875,0.055339707990064,-0.015963377304826,-0.011706476690206,Null
3.654,0.94091796875,-0.34716796875,0.21826171875,0.039376330685238,-0.003192675460965,0.015963377304826,Null
3.674,0.94091796875,-0.3447265625,0.21142578125,0.046825906760824,0.00425690061462,0.040440555838893,Null
3.698,0.94287109375,-0.341796875,0.21142578125,0.053211257682754,0.010642251536551,0.056403933143719,Null
3.719,0.9423828125,-0.341796875,0.21044921875,0.058532383451029,0.020220277919447,0.055339707990064,Null
3.739,0.9423828125,-0.33740234375,0.21142578125,0.058532383451029,0.022348728226757,0.047890131914479,Null
3.759,0.939453125,-0.33349609375,0.2080078125,0.044697456453513,0.029798304302342,0.038312105531583,Null
3.779,0.93896484375,-0.3330078125,0.19873046875,0.025541403687722,0.036183655224273,0.039376330685238,Null
3.799,0.94091796875,-0.3408203125,0.1943359375,0.024477178534067,0.032990979763308,0.036183655224273,Null
3.819,0.94189453125,-0.33984375,0.1943359375,0.045761681607168,0.023412953380412,0.025541403687722,Null
3.84,0.94189453125,-0.3330078125,0.197265625,0.059596608604685,0.012770701843861,0.019156052765792,Null
3.86,0.93896484375,-0.33251953125,0.19482421875,0.050018582221789,0.005321125768275,0.018091827612136,Null
3.88,0.93701171875,-0.33740234375,0.19189453125,0.040440555838893,-0.00212845030731,0.015963377304826,Null
3.9,0.93798828125,-0.33642578125,0.19482421875,0.044697456453513,-0.010642251536551,0.010642251536551,Null
3.92,0.9404296875,-0.33544921875,0.197265625,0.047890131914479,-0.015963377304826,0.005321125768275,Null
3.94,0.94091796875,-0.3369140625,0.19580078125,0.045761681607168,-0.018091827612136,-0.001064225153655,Null
3.96,0.94189453125,-0.34033203125,0.19677734375,0.032990979763308,-0.019156052765792,-0.005321125768275,Null
3.98,0.94384765625,-0.34326171875,0.19775390625,0.022348728226757,-0.021284503073102,-0.003192675460965,Null
4,0.94189453125,-0.34521484375,0.197265625,0.022348728226757,-0.024477178534067,0.003192675460965,Null
4.021,0.93896484375,-0.34521484375,0.197265625,0.025541403687722,-0.028734079148687,0.015963377304826,Null
4.041,0.9404296875,-0.3447265625,0.1962890625,0.018091827612136,-0.031926754609652,0.026605628841377,Null
4.061,0.93994140625,-0.35302734375,0.1982421875,0.010642251536551,-0.031926754609652,0.032990979763308,Null
4.081,0.9384765625,-0.35302734375,0.20166015625,0.014899152151171,-0.031926754609652,0.042569006146203,Null
4.101,0.943359375,-0.35498046875,0.19921875,0.001064225153655,-0.027669853995032,0.061725058911995,Null
4.121,0.94482421875,-0.36376953125,0.19873046875,-0.012770701843861,-0.026605628841377,0.07130308529489,Null
4.141,0.93798828125,-0.359375,0.19970703125,-0.015963377304826,-0.029798304302342,0.06917463498758,Null
4.161,0.92626953125,-0.3583984375,0.2001953125,-0.022348728226757,-0.032990979763308,0.068110409833925,Null
4.181,0.91796875,-0.36083984375,0.203125,-0.008513801229241,-0.039376330685238,0.06704618468027,Null
4.201,0.92236328125,-0.357421875,0.20361328125,0.007449576075586,-0.043633231299858,0.06066083375834,Null
4.221,0.9287109375,-0.357421875,0.20166015625,0.012770701843861,-0.037247880377928,0.053211257682754,Null
4.241,0.93408203125,-0.357421875,0.2021484375,0.014899152151171,-0.028734079148687,0.044697456453513,Null
4.261,0.94384765625,-0.35888671875,0.201171875,0.017027602458481,-0.020220277919447,0.037247880377928,Null
4.28099999999999,0.94775390625,-0.3583984375,0.1962890625,0.012770701843861,-0.013834926997516,0.037247880377928,Null
4.30099999999999,0.951171875,-0.359375,0.19189453125,-0.001064225153655,-0.010642251536551,0.041504780992548,Null
4.32199999999999,0.955078125,-0.36376953125,0.19189453125,0.001064225153655,-0.010642251536551,0.046825906760824,Null
4.34199999999999,0.9541015625,-0.36328125,0.19384765625,0.017027602458481,-0.017027602458481,0.055339707990064,Null
4.36199999999999,0.95263671875,-0.36279296875,0.1943359375,0.029798304302342,-0.024477178534067,0.06704618468027,Null
4.38199999999999,0.94482421875,-0.361328125,0.1982421875,0.031926754609652,-0.027669853995032,0.081945336831441,Null
4.40199999999999,0.93994140625,-0.36083984375,0.201171875,0.021284503073102,-0.027669853995032,0.093651813521647,Null
4.42199999999999,0.93603515625,-0.3642578125,0.20166015625,0.010642251536551,-0.026605628841377,0.096844488982612,Null
4.44199999999999,0.93701171875,-0.36962890625,0.2060546875,0.014899152151171,-0.027669853995032,0.092587588367992,Null
4.46199999999999,0.9404296875,-0.373046875,0.208984375,0.025541403687722,-0.026605628841377,0.088330687753372,Null
4.48199999999999,0.9375,-0.37841796875,0.21337890625,0.025541403687722,-0.020220277919447,0.092587588367992,Null
4.50199999999999,0.93701171875,-0.3837890625,0.21728515625,0.020220277919447,-0.012770701843861,0.102165614750888,Null
4.52199999999999,0.93994140625,-0.39306640625,0.21875,0.011706476690206,-0.003192675460965,0.118128992055714,Null
4.54299999999999,0.9345703125,-0.3994140625,0.2197265625,0.003192675460965,0.007449576075586,0.141541945436126,Null
4.56299999999999,0.9326171875,-0.400390625,0.216796875,0.005321125768275,0.014899152151171,0.164954898816537,Null
4.58299999999999,0.92822265625,-0.40673828125,0.2119140625,0.020220277919447,0.018091827612136,0.178789825814053,Null
4.60299999999999,0.91845703125,-0.40625,0.21435546875,0.048954357068134,0.019156052765792,0.185175176735984,Null
4.62199999999999,0.9140625,-0.39404296875,0.2158203125,0.061725058911995,0.023412953380412,0.191560527657914,Null
4.64299999999999,0.919921875,-0.39990234375,0.20849609375,0.046825906760824,0.031926754609652,0.190496302504259,Null
4.66299999999999,0.9208984375,-0.40087890625,0.20654296875,0.038312105531583,0.034055204916963,0.169211799431158,Null
4.68299999999999,0.9140625,-0.39599609375,0.20458984375,0.034055204916963,0.035119430070618,0.142606170589781,Null
4.70299999999999,0.9091796875,-0.39208984375,0.205078125,0.030862529455997,0.032990979763308,0.123450117823989,Null
4.72299999999999,0.90673828125,-0.38525390625,0.20361328125,0.038312105531583,0.028734079148687,0.106422515365508,Null
4.74399999999999,0.90673828125,-0.3818359375,0.1962890625,0.039376330685238,0.023412953380412,0.090459138060682,Null
4.76399999999999,0.9130859375,-0.380859375,0.19189453125,0.045761681607168,0.014899152151171,0.072367310448545,Null
4.78399999999999,0.9228515625,-0.3798828125,0.193359375,0.061725058911995,0.00638535092193,0.043633231299858,Null
4.80399999999999,0.92333984375,-0.37744140625,0.19384765625,0.06917463498758,0.003192675460965,0.018091827612136,Null
4.82799999999999,0.92529296875,-0.375,0.1884765625,0.043633231299858,-0.001064225153655,-0.007449576075586,Null
4.84899999999999,0.92724609375,-0.38427734375,0.1865234375,0.028734079148687,-0.008513801229241,-0.021284503073102,Null
4.86899999999999,0.92529296875,-0.38671875,0.18603515625,0.034055204916963,-0.020220277919447,-0.036183655224273,Null
4.88899999999998,0.92578125,-0.3876953125,0.1875,0.036183655224273,-0.030862529455997,-0.045761681607168,Null
4.90899999999998,0.921875,-0.390625,0.18798828125,0.039376330685238,-0.040440555838893,-0.052147032529099,Null
4.92899999999998,0.9189453125,-0.39306640625,0.19091796875,0.030862529455997,-0.047890131914479,-0.056403933143719,Null
4.94999999999998,0.91943359375,-0.3994140625,0.19189453125,0.021284503073102,-0.053211257682754,-0.054275482836409,Null
4.96999999999998,0.92138671875,-0.400390625,0.19580078125,0.008513801229241,-0.054275482836409,-0.045761681607168,Null
4.98999999999998,0.91845703125,-0.408203125,0.1943359375,-0.00212845030731,-0.055339707990064,-0.042569006146203,Null
5.00999999999998,0.9169921875,-0.41748046875,0.19482421875,0.001064225153655,-0.058532383451029,-0.040440555838893,Null
5.02999999999998,0.91552734375,-0.42041015625,0.19482421875,0.007449576075586,-0.061725058911995,-0.032990979763308,Null
5.05099999999998,0.91650390625,-0.4248046875,0.1953125,0.017027602458481,-0.065981959526615,-0.021284503073102,Null
5.07099999999998,0.91748046875,-0.42529296875,0.197265625,0.022348728226757,-0.070238860141235,-0.003192675460965,Null
5.09099999999998,0.91748046875,-0.42919921875,0.1982421875,0.023412953380412,-0.072367310448545,0.015963377304826,Null
5.11099999999998,0.92333984375,-0.43505859375,0.19873046875,0.020220277919447,-0.074495760755856,0.031926754609652,Null
5.13499999999998,0.92041015625,-0.43701171875,0.20263671875,0.003192675460965,-0.074495760755856,0.050018582221789,Null
5.15599999999998,0.9072265625,-0.4365234375,0.205078125,-0.00212845030731,-0.072367310448545,0.073431535602201,Null
5.17599999999998,0.90576171875,-0.43994140625,0.2041015625,-0.001064225153655,-0.06704618468027,0.090459138060682,Null
5.19599999999998,0.90869140625,-0.4423828125,0.19970703125,0.00638535092193,-0.054275482836409,0.100037164443577,Null
