loggingTime(txt),1,2,3,4,5,6,label
0,-0.814559936523438,0.3079833984375,-0.389083862304687,0.421884268522263,0.234052002429962,-0.303359419107437,Null
0,-0.794281005859375,0.295806884765625,-0.329727172851562,0.339297592639923,0.219441846013069,-0.256008565425873,Null
0.040009000000282,-0.794723510742188,0.28289794921875,-0.323089599609375,0.201095685362816,0.16800445318222,-0.187536373734474,Null
0.040009000000282,-0.795089721679688,0.294418334960937,-0.354995727539062,0.114696629345417,0.141015723347664,-0.117950901389122,Null
0.060027999999875,-0.807418823242188,0.270370483398437,-0.401824951171875,0.061503082513809,0.147946134209633,-0.060513962060213,Null
0.080017000000225,-0.820404052734375,0.272048950195312,-0.43414306640625,0.089364401996136,0.167496591806412,-0.022830640897155,Null
0.100037000000157,-0.841339111328125,0.257171630859375,-0.441802978515625,0.124726057052612,0.182014301419258,0.011316135525704,Null
0.120026000000507,-0.86865234375,0.251327514648437,-0.445098876953125,0.178122565150261,0.189979732036591,0.028353290632367,Null
0.160034000000451,-0.906494140625,0.257431030273437,-0.396240234375,0.220239579677582,0.193292587995529,0.043266702443361,Null
0.160034000000451,-0.906494140625,0.257431030273437,-0.396240234375,0.234589606523514,0.158814877271652,0.059000551700592,Null
0.180054000000382,-0.914443969726562,0.281219482421875,-0.373291015625,0.23469939827919,0.089032359421253,0.074329778552055,Null
0.200042999999823,-0.924087524414062,0.293701171875,-0.356216430664062,0.232500240206718,0.010586420074105,0.074019819498062,Null
0.240050999999767,-0.942184448242188,0.281585693359375,-0.36480712890625,0.225039809942245,-0.028304619714618,0.030676180496812,Null
0.240050999999767,-0.9561767578125,0.198440551757813,-0.388504028320312,0.16358894109726,-0.0159872174263,-0.05010973662138,Null
0.260070999999698,-0.948501586914062,0.281021118164062,-0.380950927734375,0.256957530975342,-0.003332341555506,-0.117067791521549,Null
0.280060000000049,-0.933181762695312,0.307479858398437,-0.37109375,0.253061890602112,0.000487396959215,-0.145900651812553,Null
0.300079000000551,-0.929885864257812,0.298507690429687,-0.355010986328125,0.178135499358177,0.00950119830668,-0.145987510681152,Null
0.320067999999992,-0.923507690429688,0.3096923828125,-0.33837890625,0.114614188671112,0.032865643501282,-0.150113478302956,Null
0.340057000000343,-0.9075927734375,0.29132080078125,-0.337173461914062,-0.009744038805366,0.044957578182221,-0.163452759385109,Null
0.360077000000274,-0.880020141601563,0.288848876953125,-0.33282470703125,-0.150821566581726,0.069033652544022,-0.147971004247665,Null
