0,0.99755859375,-0.326171875,0.12890625,-0.60554411242974,0.53424102713485,-0.112807866287438,Null
0.021,0.98486328125,-0.34130859375,0.10693359375,-0.557653980515261,0.561910881129882,-0.137285044821505,Null
0.045,0.95849609375,-0.357421875,0.076171875,-0.293726142408802,0.584259609356638,-0.179854050967708,Null
0.065,0.9404296875,-0.3525390625,0.0576171875,-0.130899693899575,0.572553132666432,-0.235193758957772,Null
0.086,0.94775390625,-0.33251953125,0.08935546875,-0.091523363214337,0.578938483588363,-0.318203320942869,Null
0.107,0.9560546875,-0.2880859375,0.1494140625,-0.185175176735984,0.60554411242974,-0.379928379854863,Null
0.127,0.95654296875,-0.28271484375,0.146484375,-0.345873174937901,0.632149741271117,-0.40440555838893,Null
0.151,0.9482421875,-0.287109375,0.1396484375,-0.495928921603267,0.645984668268633,-0.421433160847411,Null
0.172,0.93994140625,-0.29296875,0.13623046875,-0.618314814273601,0.656626919805184,-0.439524988459548,Null
0.192,0.92333984375,-0.3037109375,0.13134765625,-0.691746349875801,0.650241568883253,-0.460809491532649,Null
0.212,0.943359375,-0.31005859375,0.13916015625,-0.707709727180628,0.612993688505326,-0.476772868837475,Null
0.232,0.9560546875,-0.32666015625,0.1337890625,-0.647048893422288,0.608736787890705,-0.490607795834992,Null
0.252,0.94970703125,-0.31103515625,0.1298828125,-0.515084974369058,0.618314814273601,-0.510828073754438,Null
0.272,0.93212890625,-0.287109375,0.1298828125,-0.464002166993615,0.621507489734566,-0.522534550444644,Null
0.292,0.94140625,-0.2724609375,0.1416015625,-0.494864696449612,0.587452284817604,-0.521470325290989,Null
0.312,0.9755859375,-0.25927734375,0.17626953125,-0.529984126520229,0.556589755361606,-0.503378497678852,Null
0.332,0.9892578125,-0.23681640625,0.2041015625,-0.584259609356638,0.564039331437192,-0.453359915457064,Null
0.352,0.98388671875,-0.220703125,0.2099609375,-0.639599317346702,0.567232006898157,-0.372478803779278,Null
